"Nome Completo";"Nome Urna";"Cargo";"Número";"Partido";"Coligação";"Situação";"Situação Pós-Pleito"
"RENÊ DA SILVA FREITAS";"RENÊ FREITAS";"Deputado Federal";3000;"NOVO";"NOVO";"Aguardando julgamento";"Concorrendo"
"RENATA DE OLIVEIRA ESTEVES";"RENTA ESTEVES ";"Deputado Federal";3535;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"SERGIO RICARDO DE OLIVEIRA CAPINAN";"RICARDINHO GRATIDÃO";"Deputado Federal";7007;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"RICARDO MAGALHÃES GARCIA GUTIERREZ";"RICARDINHO NETUNO";"Deputado Federal";1066;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"RICARDO MARTINS DAVID";"RICARDO ABRÃO";"Deputado Federal";4498;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"RICARDO ACIOLI SANTANA DOS SANTOS";"RICARDO ACIOLI";"Deputado Federal";7014;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"RICARDO GOMES ARANHA";"RICARDO ARANHA";"Deputado Federal";2899;"PRTB";"PRTB";"Aguardando julgamento";"Concorrendo"
"RICARDO BARBIERI";"RICARDO BARBIERI";"Deputado Federal";5110;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"RICARDO NASCIMENTO LAURENTINO";"RICARDO LAURENTINO";"Deputado Federal";3328;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"RICARDO LODI RIBEIRO";"RICARDO LODI";"Deputado Federal";1310;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"RICARDO DE SOUZA COSTA";"RICARDO PERICAR";"Deputado Federal";2232;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"RICARDO PEDREIRA RANGEL";"RICARDO RANGEL";"Deputado Federal";2300;"CIDADANIA";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"RITIELE MARIOTTI BORGES";"RITIELE MARIOTTI DO AÇAÍ";"Deputado Federal";3309;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"RIVERTON MUSSI RAMOS";"RIVERTON MUSSI";"Deputado Federal";1220;"PDT";"PDT";"Aguardando julgamento";"Concorrendo"
"ROBERTA CAROLINA DE BARCELOS";"ROBERTA BARCELOS";"Deputado Federal";5004;"PSOL";"Federação PSOL REDE(PSOL/REDE)";"Aguardando julgamento";"Concorrendo"
"ROBERTO SANT'ANA BARROSO";"ROBERTO BARROSO";"Deputado Federal";1150;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"CARLOS ROBERTO DINAMITE DE OLIVEIRA";"ROBERTO DINAMITE";"Deputado Federal";1510;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"ROBERTO  DE SOUZA EMIDIO";"ROBERTO EMIDIO ";"Deputado Federal";1125;"PP";"PP";"Aguardando julgamento";"Concorrendo"
"ROBERTO DA SILVA SALES";"ROBERTO SALES";"Deputado Federal";5515;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"ROBSON DOS SANTOS FRANÇA";"ROBINHO FRANÇA";"Deputado Federal";4454;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"ROBSON OLIVEIRA CONSTANTINO";"ROBSON OLIVEIRA";"Deputado Federal";5517;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"RODRIGO MIGUEL GOMES FERREIRA";"RODRIGO KEKEU";"Deputado Federal";1360;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"RODRIGO MOREIRA LAEBER";"RODRIGO LAEBER";"Deputado Federal";7070;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"PEDRO ROGÉRIO VIEIRA CABRAL";"ROGÉRIO CABRAL";"Deputado Federal";4425;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"PEDRO ROGERIO DUTRA DO VALLE";"ROGERIO DO VALLE";"Deputado Federal";5559;"PSD";"PSD";"Aguardando julgamento";"Concorrendo"
"ROLAN DE MELO NASCIMENTO";"ROLAN MELO";"Deputado Federal";5106;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"ROMULO GOMES DE MATTOS";"ROMULO MATTOS";"Deputado Federal";3607;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"ROMULO REIS CALABRIA SODRE";"ROMULO REIS ";"Deputado Federal";2969;"PCO";"PCO";"Aguardando julgamento";"Concorrendo"
"RONALD DE LIMA MIRANDA";"RONALD MIRANDA";"Deputado Federal";2791;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"RONALDO LEONARDO DA SILVA";"RONALDO LEONARDO";"Deputado Federal";3511;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"RONALDO CARTAXO TEIXEIRA";"RONALDO RUSSO";"Deputado Federal";5118;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"RONALDO FERREIRA SEQUEIRA";"RONALDO SEQUEIRA";"Deputado Federal";4503;"PSDB";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
"RONILDO FERREIRA SANTOS";"RONILDO FERREIRA";"Deputado Federal";2060;"PSC";"PSC";"Aguardando julgamento";"Concorrendo"
"RONILDO NAVEGA HENRIQUES";"RONILDO SESSENTA";"Deputado Federal";3660;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"RONNY ERMIRIO SODRE GOUVEIA";"RONNY SILVA";"Deputado Federal";7015;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"ROSANE FELIX DO NASCIMENTO MALTA";"ROSANE FELIX";"Deputado Federal";2221;"PL";"PL";"Aguardando julgamento";"Concorrendo"
"ROSANE CORREA DOS SANTOS";"ROSANE SANTOS";"Deputado Federal";7090;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"ROSANGELA DE SOUZA GOMES";"ROSANGELA GOMES";"Deputado Federal";1033;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"ROSANGELA PEÇANHA DA SILVA BRITO DOS SANTOS";"ROSANGELA PEÇANHA";"Deputado Federal";1400;"PTB";"PTB";"Aguardando julgamento";"Concorrendo"
"ROSANGELA VIEIRA DA SILVA";"ROSANGELA STARSEC";"Deputado Federal";7799;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"ROSA MARIA CAMPOS PEREIRA";"ROSA PEREIRA";"Deputado Federal";4056;"PSB";"PSB";"Aguardando julgamento";"Concorrendo"
"ROSENI DE AZEVEDO CAMILO";"ROSENI CAMILO PAES";"Deputado Federal";7074;"AVANTE";"AVANTE";"Aguardando julgamento";"Concorrendo"
"ROSEMARY PEDREIRA NUNES CABRAL";"ROSI CABRAL";"Deputado Federal";3635;"AGIR";"AGIR";"Aguardando julgamento";"Concorrendo"
"ROSILENE PADILHA DOS SANTOS DO NASCIMENTO";"ROSI NASCIMENTO";"Deputado Federal";2717;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"RUBENS TEIXEIRA DA SILVA";"RUBENS TEIXEIRA";"Deputado Federal";1977;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"RUDSON VELASQUES GOMES";"RUDSON VELASQUES";"Deputado Federal";3545;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"RYAN ALBUQUERQUE DA SILVA";"RYAN ALBUQUERQUE ";"Deputado Federal";2979;"PCO";"PCO";"Aguardando julgamento";"Concorrendo"
"ELDERSON FERREIRA DA SILVA";"SAMUCA SILVA";"Deputado Federal";4465;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"SANDOCLEY QUEIROZ DE AZEVEDO";"SANDOCLEY ""O POPULAR PIMPOLHO""";"Deputado Federal";1021;"REPUBLICANOS";"REPUBLICANOS";"Aguardando julgamento";"Concorrendo"
"SANDRA SAMPAIO COSTA";"SANDRA SAMPAIO";"Deputado Federal";3356;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"SANDRO DA CONCEIÇÃO DA ROCHA";"SANDRINHO ROCHA";"Deputado Federal";3315;"PMN";"PMN";"Aguardando julgamento";"Concorrendo"
"SANDRO ALEX DE OLIVEIRA CEZAR";"SANDRO CEZAR";"Deputado Federal";1340;"PT";"Federação Brasil da Esperança - FE BRASIL(PT/PC do B/PV)";"Aguardando julgamento";"Concorrendo"
"SANDRO DA SILVA CRUZ";"SANDRO CRUZ";"Deputado Federal";4404;"UNIÃO";"UNIÃO";"Aguardando julgamento";"Concorrendo"
"SANDRO MATOS PEREIRA";"SANDRO MATOS";"Deputado Federal";7700;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"SANDRO CARLO ALVES";"SANDRO WOLVERINE";"Deputado Federal";2727;"DC";"DC";"Aguardando julgamento";"Concorrendo"
"MARCELO LUIZ SANTIAGO";"SANTIAGO";"Deputado Federal";7753;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"CARLOS ANTONIO OLIVEIRA DE AQUINO";"SARGENTO AQUINO DO PAPA";"Deputado Federal";7789;"SOLIDARIEDADE";"SOLIDARIEDADE";"Aguardando julgamento";"Concorrendo"
"JEAN FABIO PASSOS DOS ANJOS";"SARGENTO PASSOS";"Deputado Federal";5112;"PATRIOTA";"PATRIOTA";"Aguardando julgamento";"Concorrendo"
"JOSE PORTUGAL NETO";"SARGENTO PORTUGAL";"Deputado Federal";1911;"PODE";"PODE";"Aguardando julgamento";"Concorrendo"
"SAULO ANDRE CHAVES DE CARVALHO";"SAULO CARVALHO";"Deputado Federal";3592;"PMB";"PMB";"Aguardando julgamento";"Concorrendo"
"SELMA BARRETO DA CRUZ";"SELMA BC";"Deputado Federal";1514;"MDB";"MDB";"Aguardando julgamento";"Concorrendo"
"SELMA MARIA RODRIGUES DA SILVA";"SELMINHA SORRISO";"Deputado Federal";2344;"CIDADANIA";"Federação PSDB Cidadania(PSDB/CIDADANIA)";"Aguardando julgamento";"Concorrendo"
